"Education","MaritalSts","Income","Kidhome","Teenhome","Recency","WineExp","FruitExp","MeatExp","FishExp","SweetExp","GoldExp","DealsPurc","WebPurc","CatalogPurc","StorePurc","WebVisits","AccCmp3","AccCmp4","AccCmp5","AccCmp1","AccCmp2","Complain","Response","Age","CustDays","TotAccCmp","TotalExp","TotalPurchases","PurchaseFrequency","PreferredProductCategory","PreferredChannel","AvgSpendPerPurchase","HasChildren","IncomeSegment","CustomerTenure","CampaignAcceptanceRate","CustomerSegment","PropensityScore","EngagementIndex"
"Graduation","Together",60905,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,70,2583,0,392,15,0.174216027874564,"WineExp","StorePurc",26.1333333333333,1,"Medium",7.07671232876712,0,"3",0.042462798081658,26.4685868586859
"Graduation","Married",75330,1,1,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,43,3010,0,1109,29,0.289036544850498,"WineExp","StorePurc",38.2413793103448,1,"High",8.24657534246575,0,"2",0.0143990872775861,28.9760776077608
"Graduation","Single",60689,0,1,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,69,2770,0,639,22,0.23826714801444,"WineExp","StorePurc",29.0454545454545,1,"Medium",7.58904109589041,0,"2",0.19328842222404,33.4149214921492
"Graduation","Married",38680,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,36,2835,0,79,6,0.0634920634920635,"MeatExp","StorePurc",13.1666666666667,1,"Low",7.76712328767123,0,"1",0.00894684784214119,10.7570557055706
"Graduation","Together",61416,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,38,2883,1,1665,24,0.249739854318418,"WineExp","WebPurc",69.375,0,"Medium",7.8986301369863,0.2,"2",0.523925188517379,48.3800380038004
"Graduation","Single",49767,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,29,2800,0,692,18,0.192857142857143,"WineExp","StorePurc",38.4444444444444,0,"Medium",7.67123287671233,0,"1",0.0543726725422522,19.0771477147715
"Graduation","Single",83273,1,2,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,50,3019,0,1392,29,0.28817489234846,"MeatExp","DealsPurc",48,1,"High",8.27123287671233,0,"2",0.0420183541209845,31.4095809580958
"Graduation","Married",29009,1,0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,39,2589,0,44,7,0.0811123986095017,"MeatExp","StorePurc",6.28571428571429,1,"Low",7.09315068493151,0,"3",0.0943924795119779,25.6919491949195
"Master","Married",45057,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,41,2587,0,50,6,0.0695786625434867,"WineExp","StorePurc",8.33333333333333,1,"Medium",7.08767123287671,0,"1",0.0110954798983574,11.961696169617
"Graduation","Married",37150,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,49,3033,0,467,21,0.207715133531157,"WineExp","DealsPurc",22.2380952380952,1,"Low",8.30958904109589,0,"1",0.0277039565993503,24.0828482848285
"Graduation","Single",43020,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,50,2588,0,223,12,0.139103554868624,"MeatExp","WebPurc",18.5833333333333,1,"Medium",7.09041095890411,0,"1",0.0464853603988095,17.2612861286129
"Graduation","Married",53154,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,61,2397,0,158,9,0.112640801001252,"WineExp","StorePurc",17.5555555555556,1,"Medium",6.56712328767123,0,"1",0.0218993057749428,19.2413841384138
"Graduation","Married",65308,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,47,2668,2,1211,28,0.314842578710645,"WineExp","StorePurc",43.25,0,"High",7.30958904109589,0.4,"2",0.4407167619371,40.8648064806481
"2n Cycle","Married",81044,0,0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,73,2561,0,1208,22,0.257711831315892,"MeatExp","StorePurc",54.9090909090909,0,"High",7.01643835616438,0,"2",0.140193739318112,40.5683168316832
"Graduation","Married",32871,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,69,2854,0,43,5,0.0525578135949544,"WineExp","StorePurc",8.6,1,"Low",7.81917808219178,0,"3",0.0600253045794907,20.9567556755676
"Graduation","Single",55801,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,45,2657,1,527,21,0.237109522017313,"WineExp","WebPurc",25.0952380952381,1,"Medium",7.27945205479452,0.2,"2",0.403787339587575,36.9823382338234
"Graduation","Widow",76320,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,61,2384,0,932,15,0.188758389261745,"WineExp","WebPurc",62.1333333333333,1,"High",6.53150684931507,0,"2",0.103516087406726,26.3013701370137
"Master","Single",36927,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,65,2404,0,71,8,0.0998336106489185,"WineExp","WebPurc",8.875,1,"Low",6.58630136986301,0,"3",0.100608865406971,22.9058105810581
"Graduation","Together",48794,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,67,2380,0,54,5,0.0630252100840336,"WineExp","StorePurc",10.8,1,"Medium",6.52054794520548,0,"1",0.00535576847122285,7.1044904490449
"Graduation","Single",23478,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,55,2844,0,129,7,0.0738396624472574,"GoldExp","WebPurc",18.4285714285714,0,"Low",7.79178082191781,0,"1",0.141593399909496,21.9005700570057
"Graduation","Divorced",71128,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,47,3008,0,1615,27,0.269281914893617,"WineExp","StorePurc",59.8148148148148,1,"High",8.24109589041096,0,"2",0.114890085039904,35.9031903190319
"Graduation","Married",59462,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,70,2917,0,1088,25,0.257113472745972,"WineExp","StorePurc",43.52,1,"Medium",7.99178082191781,0,"2",0.11389778919166,41.1228722872287
"Master","Together",42720,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,51,2784,0,721,25,0.269396551724138,"WineExp","CatalogPurc",28.84,1,"Medium",7.62739726027397,0,"2",0.0667739479947042,29.5694769476948
"Graduation","Together",42554,1,1,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,42,2910,0,41,7,0.0721649484536082,"WineExp","StorePurc",5.85714285714286,1,"Medium",7.97260273972603,0,"1",0.00790890694883114,8.71869186918692
"Graduation","Widow",67046,0,1,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,69,2916,0,993,15,0.154320987654321,"WineExp","CatalogPurc",66.2,1,"High",7.98904109589041,0,"1",0.0470441577827432,18.0976697669767
"Graduation","Married",42192,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,72,2673,0,100,7,0.0785634118967452,"WineExp","StorePurc",14.2857142857143,0,"Medium",7.32328767123288,0,"3",0.035602533045876,19.8930893089309
"PhD","Married",77610,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,68,2985,0,1680,17,0.170854271356784,"WineExp","CatalogPurc",98.8235294117647,1,"High",8.17808219178082,0,"2",0.0441727810980744,33.8927892789279
"Graduation","Married",31761,1,0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,36,2462,0,98,9,0.109666937449228,"GoldExp","StorePurc",10.8888888888889,1,"Low",6.74520547945205,0,"1",0.012103843114896,10.4732073207321
"Graduation","Together",34350,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,41,2630,0,48,5,0.0570342205323194,"WineExp","StorePurc",9.6,1,"Low",7.20547945205479,0,"1",0.0141836981362915,13.2892889288929
"Graduation","Together",54591,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,71,2705,0,519,19,0.210720887245841,"WineExp","StorePurc",27.3157894736842,1,"Medium",7.41095890410959,0,"2",0.0237765991331273,25.0199819981998
"Graduation","Married",71866,0,1,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,64,2563,0,715,20,0.234100663285213,"WineExp","StorePurc",35.75,1,"High",7.02191780821918,0,"2",0.0105616072551145,20.5825582558256
"Graduation","Married",69520,0,0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,37,2734,0,1455,21,0.230431602048281,"WineExp","WebPurc",69.2857142857143,0,"High",7.49041095890411,0,"2",0.0247323103587658,26.8782878287829
"Master","Married",27889,1,0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,43,2736,0,26,5,0.0548245614035088,"WineExp","StorePurc",5.2,1,"Low",7.4958904109589,0,"3",0.0509275449933516,19.9938193819382
"Basic","Widow",22123,0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,60,2471,0,102,7,0.084985835694051,"FishExp","StorePurc",14.5714285714286,0,"Low",6.76986301369863,0,"1",0.0848244366865826,13.4341834183418
"Graduation","Married",49618,1,1,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,49,2860,0,97,10,0.104895104895105,"WineExp","DealsPurc",9.7,1,"Medium",7.83561643835616,0,"1",0.00981448262991192,16.7481148114811
"Master","Together",51141,0,1,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,66,2748,0,207,11,0.120087336244541,"WineExp","WebPurc",18.8181818181818,1,"Medium",7.52876712328767,0,"1",0.00954969234475345,15.8719271927193
"Graduation","Married",27803,1,0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,47,3049,0,176,9,0.088553624139062,"GoldExp","StorePurc",19.5555555555556,1,"Low",8.35342465753425,0,"3",0.0666069175892979,25.4041604160416
"Graduation","Single",66886,0,1,95,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0,65,2631,0,450,15,0.171037628278221,"WineExp","WebPurc",30,1,"High",7.20821917808219,0,"1",0.0188976629989815,18.1906190619062
"Graduation","Married",51651,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,60,2976,0,433,17,0.171370967741935,"WineExp","WebPurc",25.4705882352941,1,"Medium",8.15342465753425,0,"3",0.0573257001044751,32.6923292329233
"2n Cycle","Married",87000,0,0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,28,2938,0,961,18,0.183798502382573,"MeatExp","StorePurc",53.3888888888889,0,"High",8.04931506849315,0,"2",0.0191085395796918,25.4704670467047
"Graduation","Married",79823,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,61,2467,1,1518,23,0.279691933522497,"WineExp","CatalogPurc",66,1,"High",6.75890410958904,0.2,"2",0.454059996243071,46.5995199519952
"Graduation","Single",30828,1,0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,40,2645,0,56,8,0.0907372400756144,"WineExp","StorePurc",7,1,"Low",7.24657534246575,0,"3",0.250026462538214,23.847604760476
"Master","Married",34109,0,1,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,49,2612,0,22,4,0.0459418070444104,"WineExp","StorePurc",5.5,1,"Low",7.15616438356164,0,"3",0.0441697564799232,18.1136513651365
"Basic","Together",22390,0,0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,51,2628,0,26,4,0.045662100456621,"FishExp","StorePurc",6.5,0,"Low",7.2,0,"3",0.0459483001592835,19.1251325132513
"Graduation","Together",71322,0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,44,2435,0,350,13,0.160164271047228,"MeatExp","StorePurc",26.9230769230769,1,"High",6.67123287671233,0,"3",0.0277347069413054,24.4187418741874
"PhD","Married",48699,1,1,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0,70,2781,0,40,5,0.0539374325782093,"WineExp","StorePurc",8,1,"Medium",7.61917808219178,0,"1",0.00669624500752857,9.40774077407741
"Graduation","Together",80144,0,0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,45,2649,0,1367,19,0.215175537938845,"MeatExp","StorePurc",71.9473684210526,0,"High",7.25753424657534,0,"2",0.0527796906405784,30.9691369136914
"Graduation","Single",54252,1,1,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,64,2774,0,264,15,0.162220620043259,"WineExp","DealsPurc",17.6,1,"Medium",7.6,0,"3",0.13833829345742,29.8587658765877
"Graduation","Married",76068,0,1,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,45,2954,2,1376,10,0.10155721056195,"WineExp","StorePurc",137.6,1,"High",8.09315068493151,0.4,"2",0.323249160745543,34.5757775777578
"Master","Married",53204,1,1,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,44,2478,0,45,5,0.0605326876513317,"WineExp","StorePurc",9,1,"Medium",6.78904109589041,0,"3",0.0251248001755917,18.5483548354835
"PhD","Married",78128,0,1,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,0,46,2507,2,1264,20,0.239329876346231,"WineExp","WebPurc",63.2,1,"High",6.86849315068493,0.4,"2",0.187106350186201,30.7896589658966
"Basic","Married",14188,0,0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,48,2863,0,75,7,0.0733496332518337,"GoldExp","StorePurc",10.7142857142857,0,"Low",7.84383561643836,0,"3",0.0862393579501917,21.6950695069507
"Master","Married",48150,0,1,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,71,2763,0,266,13,0.141150922909881,"WineExp","WebPurc",20.4615384615385,1,"Medium",7.56986301369863,0,"3",0.0595712602875727,30.1675367536754
"Graduation","Widow",58275,1,1,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,65,2769,0,615,23,0.249187432286024,"MeatExp","WebPurc",26.7391304347826,1,"Medium",7.58630136986301,0,"2",0.129960645199716,32.6288628862886
"PhD","Together",44953,0,0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,39,2932,1,1021,24,0.245566166439291,"WineExp","StorePurc",42.5416666666667,0,"Medium",8.03287671232877,0.2,"2",0.40201672135125,42.0669266926693
"Graduation","Together",34587,1,1,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,67,2421,0,22,6,0.0743494423791822,"MeatExp","StorePurc",3.66666666666667,1,"Low",6.63287671232877,0,"1",0.0181673359616926,13.1641564156416
"Master","Together",43018,0,1,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,0,46,2617,0,133,7,0.0802445548337791,"GoldExp","WebPurc",19,1,"Medium",7.16986301369863,0,"3",0.0315803755627495,19.9423542354235
"Master","Married",45736,0,1,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,0,0,0,66,2717,0,437,19,0.20979020979021,"WineExp","WebPurc",23,1,"Medium",7.44383561643836,0,"1",0.0136346432207942,20.5118911891189
"Master","Together",66476,0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,51,2584,0,1013,26,0.301857585139319,"WineExp","StorePurc",38.9615384615385,1,"High",7.07945205479452,0,"2",0.0221743545560358,27.6803280328033
"2n Cycle","Married",27733,1,0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,39,2684,0,57,7,0.0782414307004471,"FishExp","StorePurc",8.14285714285714,1,"Low",7.35342465753425,0,"3",0.107245169129338,27.4009800980098
"PhD","Together",69805,0,1,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,68,2536,0,1038,27,0.319400630914827,"WineExp","StorePurc",38.4444444444444,1,"High",6.94794520547945,0,"2",0.0446451620202507,32.393499349935
"Master","Single",72217,0,0,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,0,58,2822,0,1573,22,0.233876683203402,"WineExp","CatalogPurc",71.5,0,"High",7.73150684931507,0,"2",0.0765617432468506,25.6715271527153
"Graduation","Divorced",25818,1,0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,49,2996,0,28,4,0.0400534045393858,"GoldExp","StorePurc",7,1,"Low",8.20821917808219,0,"1",0.107826034807843,18.7369336933693
"Master","Together",37509,1,0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,44,3032,0,123,9,0.0890501319261214,"MeatExp","StorePurc",13.6666666666667,1,"Low",8.30684931506849,0,"3",0.0679993569882073,27.2166816681668
"2n Cycle","Together",25176,1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,44,2700,0,13,4,0.0444444444444444,"GoldExp","StorePurc",3.25,1,"Low",7.3972602739726,0,"1",0.0187600493919823,12.9615561556156
"Graduation","Married",43586,0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,40,3045,0,132,10,0.0985221674876847,"WineExp","StorePurc",13.2,1,"Medium",8.34246575342466,0,"3",0.0583897048965985,28.3384738473847
"2n Cycle","Married",53230,0,1,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,64,3072,0,732,23,0.224609375,"GoldExp","StorePurc",31.8260869565217,1,"Medium",8.41643835616438,0,"2",0.0195014011721065,23.8788278827883
"Graduation","Together",50116,1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,63,2386,1,66,7,0.088013411567477,"WineExp","StorePurc",9.42857142857143,1,"Medium",6.53698630136986,0.2,"1",0.042901860600929,18.3005500550055
"Graduation","Together",33590,2,1,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,46,2615,0,8,4,0.0458891013384321,"WineExp","StorePurc",2,1,"Low",7.16438356164384,0,"1",0.0208784167565368,15.7502350235024
"PhD","Married",156924,0,0,85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,71,2681,0,8,0,0,"WineExp","DealsPurc",0,0,"High",7.34520547945205,0,"1",0.000219405705707445,2.89164916491649
"Basic","Married",16005,1,0,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,0,40,3061,0,103,8,0.078405749754982,"GoldExp","DealsPurc",12.875,1,"Low",8.38630136986301,0,"1",0.0407805128718544,18.5128112811281
"Graduation","Married",58692,0,1,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,55,2461,0,395,15,0.182852498984153,"WineExp","WebPurc",26.3333333333333,1,"Medium",6.74246575342466,0,"3",0.0587974240012549,32.7044704470447
"Graduation","Widow",40590,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,51,2647,1,258,15,0.17000377786173,"WineExp","DealsPurc",17.2,1,"Medium",7.25205479452055,0.2,"3",0.490344462346027,32.1344734473447
"Master","Divorced",62637,0,1,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,66,2497,0,185,10,0.120144173007609,"WineExp","StorePurc",18.5,1,"High",6.84109589041096,0,"1",0.0223903435038254,12.6572657265727
"Graduation","Divorced",19346,1,0,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,46,2527,0,22,5,0.0593589236248516,"MeatExp","StorePurc",4.4,1,"Low",6.92328767123288,0,"3",0.232379336892084,25.1944594459446
"Graduation","Married",35788,1,1,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,49,2534,0,44,7,0.0828729281767956,"WineExp","StorePurc",6.28571428571429,1,"Low",6.94246575342466,0,"3",0.050746274132789,22.6616461646165
"Graduation","Divorced",36997,1,1,72,43,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,0,0,52,2890,0,94,12,0.124567474048443,"WineExp","DealsPurc",7.83333333333333,1,"Low",7.91780821917808,0,"1",0.0521903411207062,16.6536453645365
"Graduation","Married",23539,0,0,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,63,2498,0,81,7,0.0840672538030424,"GoldExp","StorePurc",11.5714285714286,0,"Low",6.84383561643836,0,"3",0.125276927389135,27.1971397139714
"Graduation","Single",65333,0,1,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,47,2540,2,798,28,0.330708661417323,"WineExp","WebPurc",28.5,1,"High",6.95890410958904,0.4,"2",0.595362511331085,39.9975597559756
"PhD","Together",29732,1,0,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,49,2473,0,38,5,0.0606550748079256,"WineExp","WebPurc",7.6,1,"Low",6.77534246575342,0,"3",0.0752251076763491,26.9272527252725
"Master","Together",41275,1,2,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0,60,2474,0,61,11,0.13338722716249,"WineExp","DealsPurc",5.54545454545455,1,"Medium",6.77808219178082,0,"3",0.0430638422267583,23.816501650165
"PhD","Together",63516,1,1,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,47,2735,0,300,16,0.175502742230347,"WineExp","StorePurc",18.75,1,"High",7.49315068493151,0,"3",0.0347771802892259,28.5883588358836
"PhD","Married",42769,0,1,15,71,0,13,3,1,0,2,1,1,4,4,0,0,0,0,0,0,0,58,2637,0,88,8,0.0910125142207053,"WineExp","StorePurc",11,1,"Medium",7.22465753424658,0,"3",0.0703911055394822,25.3030903090309
"Master","Married",49572,1,1,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,62,2573,0,54,7,0.0816167897396036,"WineExp","StorePurc",7.71428571428571,1,"Medium",7.04931506849315,0,"3",0.041255630119991,25.5590359035904
"Graduation","Married",69209,0,0,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0,0,48,3027,1,1782,16,0.158572844400396,"MeatExp","StorePurc",111.375,0,"High",8.29315068493151,0.2,"2",0.629190165708444,47.9128312831283
"Graduation","Married",17148,1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,44,2529,0,68,11,0.130486358244365,"GoldExp","DealsPurc",6.18181818181818,1,"Low",6.92876712328767,0,"1",0.0284678421749709,17.37699769977
"2n Cycle","Married",32146,1,0,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,0,37,2425,0,66,8,0.0989690721649485,"WineExp","StorePurc",8.25,1,"Low",6.64383561643836,0,"3",0.0968824545656915,26.9268126812681
"2n Cycle","Divorced",41713,1,1,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,56,2438,0,174,13,0.159967186218212,"WineExp","DealsPurc",13.3846153846154,1,"Medium",6.67945205479452,0,"1",0.0739550523753589,21.7721572157216
"Master","Together",34176,0,1,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,45,2535,0,28,5,0.0591715976331361,"WineExp","StorePurc",5.6,1,"Low",6.94520547945205,0,"3",0.094426733913564,23.6763276327633
"PhD","Married",58482,0,1,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,65,2486,1,731,22,0.265486725663717,"WineExp","StorePurc",33.2272727272727,1,"Medium",6.81095890410959,0.2,"2",0.114712687083311,33.2042404240424
"Graduation","Single",59686,0,1,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0,55,2532,0,274,12,0.14218009478673,"WineExp","StorePurc",22.8333333333333,1,"Medium",6.93698630136986,0,"1",0.0300224622126726,15.8672667266727
"Graduation","Together",62994,1,0,74,224,12,48,4,12,12,1,6,2,4,6,0,0,0,0,0,0,0,40,2494,0,312,13,0.156375300721732,"WineExp","WebPurc",24,1,"High",6.83287671232877,0,"1",0.0106603634874995,19.4308830883088
"Graduation","Together",47320,0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,0,63,2709,0,414,20,0.221483942414175,"WineExp","StorePurc",20.7,1,"Medium",7.42191780821918,0,"3",0.10878931917849,36.3499149914991
"2n Cycle","Widow",74859,0,0,63,570,73,614,133,102,73,1,6,5,11,3,0,0,0,1,0,0,0,71,2768,1,1565,23,0.249277456647399,"MeatExp","StorePurc",68.0434782608696,0,"High",7.58356164383562,0.2,"2",0.421696418136385,36.4566456645665
"Basic","Single",15253,1,0,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,28,2621,0,29,6,0.0686760778328882,"GoldExp","StorePurc",4.83333333333333,1,"Low",7.18082191780822,0,"3",0.369494759152783,27.3307130713071
"PhD","Single",31560,1,0,98,62,1,20,4,0,7,2,2,1,3,8,0,0,0,0,0,0,0,46,2747,0,94,8,0.0873680378594831,"WineExp","StorePurc",11.75,1,"Low",7.52602739726027,0,"1",0.032804435620102,12.5829382938294
"Graduation","Married",90000,0,0,91,675,144,133,94,192,241,1,4,8,5,1,1,0,1,1,0,0,0,36,2565,3,1479,18,0.210526315789474,"WineExp","CatalogPurc",82.1666666666667,0,"High",7.02739726027397,0.6,"2",0.423265048516984,32.5128312831283
"Graduation","Single",41967,1,1,66,23,4,10,0,2,15,1,1,0,3,4,0,0,0,0,0,0,0,39,2595,0,54,5,0.0578034682080925,"WineExp","StorePurc",10.8,1,"Medium",7.10958904109589,0,"1",0.0529446021249615,13.3671167116712
"Graduation","Single",69263,0,1,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0,55,2493,1,568,18,0.216606498194946,"WineExp","WebPurc",31.5555555555556,1,"High",6.83013698630137,0.2,"3",0.439982592996039,39.1858785878588
"Graduation","Together",60934,0,1,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,0,45,2540,0,873,23,0.271653543307087,"WineExp","StorePurc",37.9565217391304,1,"Medium",6.95890410958904,0,"2",0.0621079160514083,33.0865686568657
"Graduation","Married",71965,0,1,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,69,2712,0,1213,17,0.188053097345133,"WineExp","WebPurc",71.3529411764706,1,"High",7.43013698630137,0,"2",0.105063051192399,36.0927692769277
"Graduation","Married",65210,0,1,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,65,2488,2,731,22,0.265273311897106,"WineExp","WebPurc",33.2272727272727,1,"High",6.81643835616438,0.4,"2",0.498429637538351,43.4062606260626
"Master","Divorced",81380,0,0,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,53,2931,0,1893,17,0.174002047082907,"WineExp","StorePurc",111.352941176471,0,"High",8.03013698630137,0,"2",0.211963964175296,34.418301830183
"Graduation","Married",52914,0,1,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,49,2915,1,575,15,0.154373927958834,"WineExp","WebPurc",38.3333333333333,1,"Medium",7.98630136986301,0.2,"3",0.207887054784105,35.2413241324132
"Graduation","Married",26067,1,0,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,0,0,46,2614,0,56,9,0.103289977046672,"WineExp","DealsPurc",6.22222222222222,1,"Low",7.16164383561644,0,"3",0.0478196914473866,22.6354835483548
"PhD","Married",44325,0,1,69,516,0,21,0,0,5,4,8,2,7,8,0,1,0,0,0,0,0,48,2856,1,542,21,0.220588235294118,"WineExp","WebPurc",25.8095238095238,1,"Medium",7.82465753424658,0.2,"2",0.111403878880114,31.2324632463246
