"Education","MaritalSts","Income","Kidhome","Teenhome","Recency","WineExp","FruitExp","MeatExp","FishExp","SweetExp","GoldExp","DealsPurc","WebPurc","CatalogPurc","StorePurc","WebVisits","AccCmp3","AccCmp4","AccCmp5","AccCmp1","AccCmp2","Complain","Response","Age","CustDays","TotAccCmp","TotalExp"
"Graduation","Married",30093,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,30,2733,0,69
"PhD","Married",57705,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,54,2546,0,486
"Graduation","Single",25008,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,32,2524,0,34
"Graduation","Together",22280,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,45,2783,0,13
"PhD","Married",72159,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,42,2985,0,1401
"Master","Divorced",74290,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,49,2698,2,1217
"Master","Single",58217,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,69,2966,0,103
"Master","Together",21024,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,44,2737,0,84
"PhD","Married",70116,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,48,2896,0,1536
"Graduation","Together",54006,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,35,3026,0,581
"PhD","Married",69063,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,54,2976,0,928
"2n Cycle","Divorced",37368,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,45,2573,0,14
"Graduation","Married",70886,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,49,2635,0,960
"Master","Together",32889,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,52,2673,0,55
"Graduation","Single",34738,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,36,2426,0,20
"Master","Together",30538,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,49,3013,0,367
"PhD","Divorced",26642,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,53,2497,0,42
"Graduation","Divorced",69932,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,56,2759,0,1049
"Graduation","Single",44503,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,48,2451,0,48
"PhD","Single",60200,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,72,2920,0,685
"Graduation","Divorced",49638,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,68,2448,0,39
"2n Cycle","Single",23830,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,33,2519,0,43
"Graduation","Married",72905,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,62,2536,1,1515
"PhD","Together",69702,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,69,2872,0,1039
"Graduation","Divorced",70300,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,45,2726,0,1596
"PhD","Divorced",50616,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,52,2449,0,149
"Master","Single",62772,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,51,2783,1,946
"PhD","Single",30298,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,35,2418,0,28
"Graduation","Single",52413,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,36,2980,0,450
"PhD","Married",44155,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,63,2538,0,46
"Graduation","Together",76532,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,45,2670,0,820
"Graduation","Married",42081,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,38,2865,1,382
"Master","Together",88420,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,31,2435,3,2069
"Graduation","Married",31158,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,35,2895,0,72
"Graduation","Divorced",61671,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,52,2403,2,732
"Graduation","Single",69719,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,46,2411,0,801
"Graduation","Divorced",49160,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,71,2629,0,236
"PhD","Single",90933,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,66,2467,1,1685
"PhD","Single",113734,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,75,2409,0,277
"Graduation","Single",22148,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,37,2454,0,49
"Master","Married",73395,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,33,2480,0,397
"Graduation","Divorced",29819,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,49,2625,0,39
"Graduation","Married",45688,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,52,2532,1,306
"PhD","Married",60491,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,49,2673,0,1028
"Graduation","Together",33235,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,34,2521,0,70
"Graduation","Married",35701,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,61,2844,0,46
"Master","Married",31535,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,40,2653,1,51
"2n Cycle","Together",92556,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,60,2447,0,1263
"Graduation","Single",67384,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,50,2973,1,1490
"PhD","Single",36038,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,39,2771,0,47
"PhD","Together",34230,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,55,2927,0,21
"2n Cycle","Single",31878,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,43,2384,0,70
"2n Cycle","Married",70932,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,48,2538,0,909
"Master","Single",77598,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,77,2648,1,1735
"Graduation","Single",80982,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,61,2914,0,1191
"Master","Married",22701,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,43,2674,0,24
"Graduation","Married",70617,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,50,2748,0,1280
"Master","Married",62694,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,55,2754,0,749
"PhD","Married",61917,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,46,2598,0,91
"PhD","Married",67472,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,73,2651,0,414
"Master","Married",21059,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,38,2550,0,44
"Master","Married",29543,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,52,2466,0,63
"Graduation","Married",75903,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,69,2824,0,901
"2n Cycle","Together",34984,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,45,3038,0,38
"Master","Married",34242,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,61,2475,0,15
"Graduation","Married",25410,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,47,2679,0,38
"Graduation","Together",28320,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,70,2908,0,43
"Graduation","Single",23763,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,43,3068,0,42
"Graduation","Married",72570,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,36,2442,0,1089
"Master","Married",34529,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,44,3030,0,162
"Graduation","Widow",70792,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,69,2885,0,1272
"Master","Married",83891,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,46,2386,0,816
"Graduation","Single",36065,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,52,2832,0,74
"PhD","Single",51141,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,80,2733,0,157
"Graduation","Married",56939,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,44,2661,0,561
"Graduation","Single",80872,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,69,2425,0,1336
"PhD","Single",61798,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,56,2595,0,463
"PhD","Widow",76842,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,70,2434,0,1130
"Graduation","Together",29478,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,44,2540,0,20
"Graduation","Single",46998,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,64,2992,1,377
"Master","Married",70053,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,55,2738,0,1012
"Graduation","Married",44359,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,42,2389,0,45
"Graduation","Divorced",48877,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,54,2552,0,144
"Graduation","Together",74485,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,73,2686,0,1734
"Graduation","Together",64474,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,48,2627,0,823
"Graduation","Together",77226,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,57,2498,0,1138
"Master","Together",85738,0,0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,42,2534,2,1371
"Graduation","Divorced",55686,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,54,2877,1,982
"Graduation","Single",39062,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,37,2473,1,44
"Graduation","Married",40794,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,45,2825,0,434
"Graduation","Married",36262,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,51,2644,0,359
"2n Cycle","Married",32632,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,57,3073,0,576
"PhD","Single",38236,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,52,2659,0,88
"Graduation","Married",24570,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,36,2864,0,193
"Graduation","Married",94642,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,69,2514,2,2211
"Master","Married",58646,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,58,2761,0,140
"Graduation","Single",53201,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,45,2879,0,415
"Graduation","Married",57113,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,42,2885,0,263
"Graduation","Married",51373,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,29,2749,0,393
"Graduation","Married",23477,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,34,2628,0,147
"Graduation","Married",58116,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,64,2454,0,443
"Master","Married",39791,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,49,2835,0,174
"Graduation","Single",94472,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,62,2464,2,1691
"Graduation","Together",13672,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,60,2815,0,25
"PhD","Together",56559,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,45,2928,0,484
"PhD","Married",32644,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,47,2906,1,413
"2n Cycle","Single",67506,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,40,2555,0,331
"Graduation","Single",24206,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,50,2855,0,25
"PhD","Divorced",28420,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,53,2564,0,13
"Graduation","Single",33279,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,54,2394,0,16
"Graduation","Married",30368,0,1,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,43,2611,0,52
"Graduation","Married",63684,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,50,2957,0,1464
"Graduation","Divorced",41638,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,56,2878,1,441
"PhD","Divorced",68805,0,1,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,61,2662,0,283
"PhD","Together",65814,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,54,2496,0,747
"Graduation","Divorced",71964,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,62,2782,0,1870
"Graduation","Single",39146,1,0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,34,2877,0,165
"Basic","Married",34445,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,39,2895,0,839
"Graduation","Together",27943,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,53,2817,0,37
"Graduation","Divorced",22263,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,69,2468,0,21
"Graduation","Together",30261,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,48,3019,0,22
"Graduation","Together",28587,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,42,2514,0,78
"Master","Married",43815,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,38,2827,0,79
"Graduation","Married",48195,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,64,2536,0,265
"Master","Married",77027,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,68,2521,0,1175
"PhD","Married",71322,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,55,2875,0,1305
"Master","Married",32765,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,41,2503,0,46
"Graduation","Divorced",23272,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,67,2632,0,46
"2n Cycle","Together",16005,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,35,3074,0,100
"Graduation","Married",67225,0,1,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,65,2592,0,868
"Graduation","Married",17649,1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,44,2606,0,45
"Graduation","Together",55914,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,45,2803,0,1260
"Graduation","Married",40059,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,36,2651,1,414
"Graduation","Together",60905,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,70,2583,0,392
"Graduation","Married",75330,1,1,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,43,3010,0,1109
"Graduation","Single",60689,0,1,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,69,2770,0,639
"Graduation","Married",38680,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,36,2835,0,79
"Graduation","Together",61416,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,38,2883,1,1665
"Graduation","Single",49767,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,29,2800,0,692
"Graduation","Single",83273,1,2,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,50,3019,0,1392
"Graduation","Married",29009,1,0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,39,2589,0,44
"Master","Married",45057,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,41,2587,0,50
"Graduation","Married",37150,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,49,3033,0,467
"Graduation","Single",43020,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,50,2588,0,223
"Graduation","Married",53154,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,61,2397,0,158
"Graduation","Married",65308,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,47,2668,2,1211
"2n Cycle","Married",81044,0,0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,73,2561,0,1208
"Graduation","Married",32871,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,69,2854,0,43
"Graduation","Single",55801,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,45,2657,1,527
"Graduation","Widow",76320,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,61,2384,0,932
"Master","Single",36927,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,65,2404,0,71
"Graduation","Together",48794,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,67,2380,0,54
"Graduation","Single",23478,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,55,2844,0,129
"Graduation","Divorced",71128,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,47,3008,0,1615
"Graduation","Married",59462,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,70,2917,0,1088
"Master","Together",42720,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,51,2784,0,721
"Graduation","Together",42554,1,1,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,42,2910,0,41
"Graduation","Widow",67046,0,1,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,69,2916,0,993
"Graduation","Married",42192,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,72,2673,0,100
"PhD","Married",77610,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,68,2985,0,1680
"Graduation","Married",31761,1,0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,36,2462,0,98
"Graduation","Together",34350,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,41,2630,0,48
"Graduation","Together",54591,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,71,2705,0,519
"Graduation","Married",71866,0,1,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,64,2563,0,715
"Graduation","Married",69520,0,0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,37,2734,0,1455
"Master","Married",27889,1,0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,43,2736,0,26
"Basic","Widow",22123,0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,60,2471,0,102
"Graduation","Married",49618,1,1,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,49,2860,0,97
"Master","Together",51141,0,1,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,66,2748,0,207
"Graduation","Married",27803,1,0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,47,3049,0,176
"Graduation","Single",66886,0,1,95,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0,65,2631,0,450
"Graduation","Married",51651,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,60,2976,0,433
"2n Cycle","Married",87000,0,0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,28,2938,0,961
"Graduation","Married",79823,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,61,2467,1,1518
"Graduation","Single",30828,1,0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,40,2645,0,56
"Master","Married",34109,0,1,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,49,2612,0,22
"Basic","Together",22390,0,0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,51,2628,0,26
"Graduation","Together",71322,0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,44,2435,0,350
"PhD","Married",48699,1,1,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0,70,2781,0,40
"Graduation","Together",80144,0,0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,45,2649,0,1367
"Graduation","Single",54252,1,1,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,64,2774,0,264
"Graduation","Married",76068,0,1,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,45,2954,2,1376
"Master","Married",53204,1,1,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,44,2478,0,45
"PhD","Married",78128,0,1,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,0,46,2507,2,1264
"Basic","Married",14188,0,0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,48,2863,0,75
"Master","Married",48150,0,1,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,71,2763,0,266
"Graduation","Widow",58275,1,1,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,65,2769,0,615
"PhD","Together",44953,0,0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,39,2932,1,1021
"Graduation","Together",34587,1,1,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,67,2421,0,22
"Master","Together",43018,0,1,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,0,46,2617,0,133
"Master","Married",45736,0,1,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,0,0,0,66,2717,0,437
"Master","Together",66476,0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,51,2584,0,1013
"2n Cycle","Married",27733,1,0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,39,2684,0,57
"PhD","Together",69805,0,1,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,68,2536,0,1038
"Master","Single",72217,0,0,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,0,58,2822,0,1573
"Graduation","Divorced",25818,1,0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,49,2996,0,28
"Master","Together",37509,1,0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,44,3032,0,123
"2n Cycle","Together",25176,1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,44,2700,0,13
"Graduation","Married",43586,0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,40,3045,0,132
"2n Cycle","Married",53230,0,1,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,64,3072,0,732
"Graduation","Together",50116,1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,63,2386,1,66
"Graduation","Together",33590,2,1,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,46,2615,0,8
"PhD","Married",156924,0,0,85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,71,2681,0,8
"Basic","Married",16005,1,0,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,0,40,3061,0,103
"Graduation","Married",58692,0,1,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,55,2461,0,395
"Graduation","Widow",40590,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,51,2647,1,258
"Master","Divorced",62637,0,1,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,66,2497,0,185
"Graduation","Divorced",19346,1,0,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,46,2527,0,22
"Graduation","Married",35788,1,1,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,49,2534,0,44
"Graduation","Divorced",36997,1,1,72,43,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,0,0,52,2890,0,94
"Graduation","Married",23539,0,0,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,63,2498,0,81
"Graduation","Single",65333,0,1,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,47,2540,2,798
"PhD","Together",29732,1,0,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,49,2473,0,38
"Master","Together",41275,1,2,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0,60,2474,0,61
"PhD","Together",63516,1,1,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,47,2735,0,300
"PhD","Married",42769,0,1,15,71,0,13,3,1,0,2,1,1,4,4,0,0,0,0,0,0,0,58,2637,0,88
"Master","Married",49572,1,1,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,62,2573,0,54
"Graduation","Married",69209,0,0,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0,0,48,3027,1,1782
"Graduation","Married",17148,1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,44,2529,0,68
